id,name,club,profileLink
6630,Pataki Máté - Zakar Boglárka Rozália,"Szilver AMI, Szolnok Szent-Györgyi",par.php?id=570
6631,Nagy-Bobvos Noel - Kerekes Laura,Szarvas,par.php?id=571
6632,Schmidt Gergő Attila - Bimbó Evelin,"Szilver AMI, Martfű",par.php?id=572
6633,Balogh Szabolcs - Búcsús Andrea Jázmin,"Szilver AMI, Cibakháza",par.php?id=573
6634,Nagy Szilveszter - Munka Mária Laura,"Szilver AMI, Kőtelek",par.php?id=574
6635,Bártfai Botond - Kovács Léna,"Szilver AMI, Szolnok Belvárosi",par.php?id=575
6636,Danyi János Ivó - Danyi Mercédesz Letícia,"Szilver AMI, Cibakháza",par.php?id=576
6637,Rafael Armandó - Molnár Maja,"Szilver AMI, Szolnok Szent-Györgyi",par.php?id=578
6638,Tóth Zalán Antal - Táborosi Dorka,"Szilver AMI, Martfű",par.php?id=580
6639,Váradi Ernő Márk - Póser Nikolett,"Szilver AMI, Kőtelek",par.php?id=581
6640,Purkalt Levente - Mód Anna Kiara,"Szilver AMI, Cibakháza",par.php?id=583
6641,Nagy Mihály - Karácsony Dominika,"Szilver AMI, Kőtelek",par.php?id=585
6642,Tasi Bence Milán - Szécsi Kitti Alexandra,"Szilver AMI, Szolnok Szent-Györgyi",par.php?id=586
6643,Ábel-Kiss Martin - Kardos Eszter,"Szilver AMI, Szolnok Belvárosi",par.php?id=596
6644,Kása Sándor - Szeleczki Veronika,"Szilver AMI, Öcsöd",par.php?id=590
6645,Kiss Bence - Mihály Evelin Enikő,"Szilver AMI, Cibakháza",par.php?id=588
6646,Kiss Kenéz - Cserháti Szilvia,"Szilver AMI, Szolnok Belvárosi",par.php?id=589
6647,Nagy Martin - Mága Dzsenifer,"Szilver AMI, Kőtelek",par.php?id=591
6648,Suki Krisztián - Mága Fanni,"Szilver AMI, Kőtelek",par.php?id=593
6649,Szőllősi Zoltán - Mága Mirella,"Szilver AMI, Kőtelek",par.php?id=594
6650,Tóth Ferenc - Kása Boglárka,"Szilver AMI, Öcsöd",par.php?id=595
6651,Ábel-Kiss Alen - Szilágyi Henrietta,"Szilver AMI, Szolnok Belvárosi",par.php?id=604
6652,Bozóki Bence - Sándor Lívia,"Szilver AMI, Kőtelek",par.php?id=597
6653,Csabai Alex János - Horváth Dzsenifer,"Szilver AMI, Kőtelek",par.php?id=598
6654,Darányi Dénes Koppány - Tóth Jamina,"Szilver AMI, Szolnok Belvárosi",par.php?id=599
6655,Kiss Dominik - Váradi Nikolett,"Szilver AMI, Kőtelek",par.php?id=600
6656,Kiss Erik Máté - Balogh Alexandra,"Szilver AMI, Cibakháza",par.php?id=601
6657,Majzik Péter - Túróczi Emma,"Szilver AMI, Szolnok Belvárosi",par.php?id=602
6658,Rády Gergely - Polgár Boglárka Emese,"Szilver AMI, Szolnok Belvárosi",par.php?id=605
6659,Kenyeres Lili Noémi -,L-DANCE GROUP Táncsport Egyesület,par.php?id=6248
6660,Almási Natália -,Freetime Táncsport Egyesület,par.php?id=6247
6661,Angyalok keringője - 6,Fallaway Táncegyesület Szeged,par.php?id=4762
6662,Gála TE All ladies - Push It!,Gála Társastáncklub Egyesület,par.php?id=7400
6663,Ametiszt Soldiers - Soldiers,Ametiszt Táncsport Egyesület,par.php?id=7399
6664,Főnix - Flame Fusion,Érdi Táncsport Egyesület,par.php?id=7398
6665,Miskolcz-Revital TSE ifjúsági  - Moulin Rouge,Miskolcz-Revital Táncsport Egyesület,par.php?id=7420
6666,QUINTETT - Fushion,TAZE Tánc Sportegyesület,par.php?id=7396
6667,Studio Ladies - Diszkókirálynő,Stúdió 2000 TSE,par.php?id=7395
6668,Mészáros Gabriella -,Magyar Divattánc Egyesület,par.php?id=5497
6669,Ádám Kristóf Csanád - Vallyon Viktória,"Szilver AMI, Szolnok Szent-Györgyi",par.php?id=606
6670,Szepesi József - Farkas Bettina,Szilver Táncsport Egyesület,par.php?id=721
6671,Kaszás Levente - Regán Liliána,Ametiszt Táncsport Egyesület-Adria-Szigó KTSE,par.php?id=724
6672,Csiki Dorka -,Oktogon Tánc Centrum Egyesület,par.php?id=7717
6673,Kőszegi Regina -,DanceNet Sportegyesület,par.php?id=7716
6674,Simon Rebeka -,Kapronczai AMI Pécs,par.php?id=879
6675,Ulrich Dominika -,,par.php?id=880
6676,Megyeri Bianka -,Kapronczai AMI Szigetvár,par.php?id=882
6677,Sandor  David Cristian - Foro Natalia Bianca,Romania,par.php?id=7479
6678,Avram  Mark - Vultur Alexia,Romania,par.php?id=6558
6679,Griober Raoul - Rotari Daria,Romania,par.php?id=6556
6680,Csomós Tamás - Nikora Noémi,Nyíri Lajos Táncsport Egyesület,par.php?id=290
6681,Sótonyi István - Szakács Anna Jázmin,BNK Tánc Sportegyesület,par.php?id=7682
6682,Valcer Táncstúdió Latin formác -,Valcer Táncstúdió,par.php?id=2418
6683,Molnár József - Molnárné Sárosi Anikó Katalin,Big-BEM Táncsport Egyesület,par.php?id=7684
6684,Lajtai Bianka Mária -,DanceLand,par.php?id=1921
6685,Drevenka Annamária -,DanceLand,par.php?id=1922
6686,Tomosi Nóra - Bistey Noémi,Valcer Táncstúdió,par.php?id=1989
6687,Karasi Zoé - Németh Lilla,Valcer Táncstúdió,par.php?id=1990
6688,Báthory Anna - Guba Laura,Valcer Táncstúdió,par.php?id=1991
6689,Sávai Dorina -,Ametiszt,par.php?id=2277
6690,Fejes Viktória -,Ametiszt,par.php?id=2278
6691,Faludy Petra -,Ametiszt,par.php?id=2279
6692,Balogh Fanni -,Ametiszt,par.php?id=2280
6693,Baranyi Liána -,Ametiszt,par.php?id=2281
6694,Cserván Emília -,Ametiszt,par.php?id=2282
6695,Simonyi Zsófi -,Ametiszt,par.php?id=2283
6696,Király Bíborka -,Ritmo Ste,par.php?id=2284
6697,Nyári Virág Flóra -,Ametiszt,par.php?id=2285
6698,Csépán Benjamin - Balogh Luca,Szigo KTSE,par.php?id=5052
6699,Mészáros Olivér - Schaffer Léna,Szigo KTSE,par.php?id=5053
6700,Kriszt Henrik - Pálffy Vanda,Szigo KTSE,par.php?id=5054
6701,Csonka Jácint - Karlovecz Lili,Szigo KTSE,par.php?id=5055
6702,Balogh András - Szabó Vivien,Fenomén TáncSport Egyesület,par.php?id=3131
6703,Koti Erik - Lukacs Jennifer,Exclusive Dance club,par.php?id=6923
6704,Josef Kukan - Barbora Kukan,Czech Republic,par.php?id=4249
6705,Zbynek Deyl - Martina Deylova,Czech Republic,par.php?id=3576
6706,Antonio Humski - Marina Humski,Croatia,par.php?id=4250
6707,Tibor Stano - Lucie Stano,Czech Republic,par.php?id=4251
6708,Csizmadia Nikolett -,Kolping Ami-Ritmo STE Pécs,par.php?id=1182
6709,Tiringer Nóra -,Kolping Ami-Ritmo STE Pécs,par.php?id=1183
6710,Horváth Kármen -,Kapronczai AMI Barcs,par.php?id=1184
6711,Trapp Adél -,Kapronczai AMI Komló,par.php?id=1186
6712,Deák Klaudia -,Kapronczai Ami Komló,par.php?id=1187
6713,Kovács Réka -,Kolping Ami-Ritmo STE Pécs,par.php?id=1188
6714,Kaszó Dorka Sára -,Kolping Ami-Ritmo STE Pécs,par.php?id=1189
6715,Szigeti Vivien -,Kapronczai AMI Barcs,par.php?id=1190
6716,Lankovits Nóra -,Kossuth AMI Pécs,par.php?id=1192
6717,Bolhói Alina -,Kapronczai AMI Barcs,par.php?id=1191
6718,Szegedi Enikő -,Garay AMI-Ritmo STE Szekszárd,par.php?id=1193
6719,Német Emma -,Kapronczai AMI Siklós,par.php?id=1194
6720,Keller Zsolt Ákos - Boros Nóra dr.,Quality Dance TSE,par.php?id=5560
6721,Tóth Álmos Előd - Farkas Flóra Blanka,Laguna KTSE - Botafogo Táncegyüttes,par.php?id=7507
6722,Látrányi Balázs - Révész Alicia,Ametiszt Táncsport Egyesület - Fulldance Táncsport Egyesület,par.php?id=5360
6723,I have nothing - 12,Írisz Táncklub Makó Sportegyesület,par.php?id=4753
6724,Bound to you - 6,Írisz Táncklub Makó Sportegyesület,par.php?id=4754
6725,Virág keringő - 8,Lehel-Melody TSE,par.php?id=4755
6726,Simai Angéla Éva - Botár Laura,Érdi Táncsport Egyesület,par.php?id=6718
6727,SÁNDOR DÁVID - ANASTASIA CIMPEAN,,par.php?id=5345
6728,Iezzi Aldo - Consorte Alessandra,Italy,par.php?id=6081
6729,Jahoda Arsen - Jahoda Ljubica,Croatia,par.php?id=6080
6730,Suk Harald - Suk Susanne,Austria,par.php?id=6076
6731,Wasilewski Marek - Wasilewska Krystyna,Poland,par.php?id=6077
6732,Wiener Josef - Wiener Eva-Maria,Austria,par.php?id=6078
6733,Zoufaly Libor - Zoufala Bohumila,Czech Republic,par.php?id=6079
6734,Razinger Igor - Razinger Mojca,Slovenia,par.php?id=6075
6735,- Tóth Melinda,Szigo KTSE,par.php?id=5135
6736,- Mészáros Matild,Szigo KTSE,par.php?id=5136
6737,- Farkas Míra,Szigo KTSE,par.php?id=5137
6738,Jakabfi Bence - Jakabfi Jázmin,Gála Társastáncklub Egyesület,par.php?id=7559
6739,Jiri Belohlavek - Romana Motlova,Czech Republic,par.php?id=1427
6740,Philip Hain - Sylvia Weinerth,Austria,par.php?id=1428
6741,Lubos Nevrla - Petra Pistecka,Czech Republic,par.php?id=1429
6742,Libor Vybral - Zuzana Polesova,Czech Republic,par.php?id=1430
6743,Kovacs Sandor Otto - Kis Ildiko,Austria,par.php?id=1432
6744,Ansgar Himmel - Vesna Petrovic,Germany,par.php?id=1433
6745,Vincenzo De Simone - Loredana Attanasio,Italy,par.php?id=1434
6746,Meszaros Zoltan - Meszaros-Buda Dorottya,Hungary,par.php?id=1435
6747,Dan Larsen - Sandra Angleby,Sweden,par.php?id=1436
6748,Kis Á. Ferenc - Palotai Irén Mónika,Nyíri Lajos Táncsport Egyesület,par.php?id=718
6749,Bánfi Antal - Tóth Klára,Papiron Szeged Versenytánc Klub Egyesület,par.php?id=719
6750,Varga Bálint - Karacs Rebeka,Diabelli AMI Kozármisleny,par.php?id=771
6751,Schweitzer Kevin - Gyöngyi Veronika,Kapronczai AMI Pécs,par.php?id=774
6752,Szabó Márton - Szeberényi Fanni,Kapronczai AMI Szentlőrinc,par.php?id=775
6753,Dani  Gergő - Borza Csenge,Kapronczai AMI Szentlőrinc,par.php?id=776
6754,Erdősi Dániel - Török Zsófia,Kapronczai AMI Szigetvár,par.php?id=777
6755,Megyeri Dominik - Kustra Milla,Kapronczai AMI Szigetvár,par.php?id=779
6756,Tar Gábor - Molnár Hajnalka,SZILVER TSE,par.php?id=1724
6757,Pauliny Martin - Cakorova Katerina,Czech Republic,par.php?id=3713
6758,Blazek Tomas - Blazekova Maria,Slovakia,par.php?id=3714
6759,Nagy István Dániel - Kőnig Laura,Tornádó TSE,par.php?id=4605
6760,Pászor Gergő - Salameh Sidra,BNK,par.php?id=4606
6761,Eichhorn Nicolas Aaron - Jewdokimenko Katharina,Germany,par.php?id=4884
6762,Yevgen  Golovchenko -  Anastasiia   Hrynenko,Ukraine,par.php?id=4885
6763,Pragr Adam - Rumpikova Amalie,Czech Republic,par.php?id=4886
6764,Soukup Kai - Schulz Julia,Austria,par.php?id=4887
6765,Pop Patric - Olaru Mara Alexia,Romania,par.php?id=4888
6766,Nagy Dávid - Élő Franciska,El Paso SE,par.php?id=3323
6767,ABBA -,Sárréti Táncsport Egyesület,par.php?id=5394
6768,Salut -,Ritmo Sporttánc Egyesület,par.php?id=5393
6769,Farkas Lajos István - Arany Virág Lívia,Kner TSE- Bárdos Lajos AMI,par.php?id=4969
6770,Girls on fire      -,Oktogon - Magyarország,par.php?id=3617
6771,Díva -,Oktogon - Magyarország,par.php?id=3618
6772,Fourdance-Fiesta -,Cit-Car TSE - Magyarország,par.php?id=3619
6773,Fourdance-Pitbull -,Cit-Car TSE - Magyarország,par.php?id=3620
6774,Valcer Táncstúdió C csapat -,Valcer Táncstúdió,par.php?id=2919
6775,Németh Csaba - Benyovszki Fanni,Pro-Art Táncstúdió,par.php?id=4123
6776,Kovács Martin Zoltán - Kövesy Kitti Viktória,Ritmo Sporttánc Egyesület,par.php?id=2779
6777,Gatis Simsons - Julija Simsone,Latvia,par.php?id=3577
6778,Lionel Lepreux - Charlotte Milleville,France,par.php?id=3578
6779,Beat Kuenzi - Barbara Kaufmann,Switzerland,par.php?id=3579
6780,Martin Petrik - Marie Dolezelova,Czech Republic,par.php?id=3580
6781,Rodkin Oleg - Rodkina Izabella,Ukraine,par.php?id=3581
6782,Galli Massimo - Fossati Fiorella,Italy,par.php?id=5281
6783,Rinke Hans-Hermann - Rinke Ursula,Germany,par.php?id=5282
6784,Valecko Petr - Valeckova Danuse,Czech Republic,par.php?id=5280
6785,Jovari Levente Tamas - Cavkunovic Nora,Serbia,par.php?id=3562
6786,Török Dániel Viktor dr - Bartók Tímea,SZIGO Kulturális Táncsport Egyesület,par.php?id=5520
6787,Kecskeméti András - Maretics Fruzsina,SZIGO Kulturális Táncsport Egyesület,par.php?id=5454
6788,BABAU ALEXANDRU - VIVIANA DANESCU,Románia,par.php?id=4371
6789,Villodres Emilio - Estall Montserrat,Spain,par.php?id=5277
6790,Heger Ernst - Kainz Michaela-Elisabeth,Austria,par.php?id=5278
6791,Tesarik Zdenek - Tesarikova Dagmar,Czech Republic,par.php?id=5279
6792,Bartal Zsófi Detti -,Dance Universe Tánc Sportegyesület,par.php?id=6647
6793,Szmolinka Róza -,Dance Universe Tánc Sportegyesület,par.php?id=6645
6794,Navratil Zoé -,Dance Universe Tánc Sportegyesület,par.php?id=6644
6795,Édes Bence Norbert - Kubányi Dóra,Danza Táncsport Egyesület,par.php?id=1864
6796,Nagy Hanga Emma - Navratil Zoé,Dance Universe Tánc Sportegyesület,par.php?id=6685
6797,Somodi Szonja Lilla - Olvasztó Liza,Dance Universe Tánc Sportegyesület,par.php?id=6684
6798,Győri Adrienn -,Bárdos Lajos AMI,par.php?id=1833
6799,Krsnyak Anikó -,Békésszentandrási Vértessy TSE,par.php?id=1834
6800,Kovács Botond  - Nagy Antónia,Kner TSE,par.php?id=990
6801,Kozsuk Péter - Éliás Lenke,Ködmön Társastánc SE,par.php?id=2582
6802,Szabó Róbert - Szabó Ágnes,Laguna KTSE,par.php?id=1875
6803,Vaclav Masaryk - Klara Chovancikova,Czech Republic,par.php?id=4390
6804,Tomas Uvacek - Martina Reiterova,Slovakia,par.php?id=4391
6805,Alejandro Garcia - Mariela Robles Gallego,Spain,par.php?id=4392
6806,David Andreas Schoenian - Elizabeth Zymovets,Germany,par.php?id=4395
6807,Luigi Carella - Lisa Branchetti,Montenegro,par.php?id=4396
6808,Jiri Hajek - Karolina Koutna,Czech Republic,par.php?id=4397
6809,Schweitzer Dominik - Dudley Réka,Kapronczai AMI Pécs,par.php?id=897
6810,Emődy Marcell - Mátyás Bettina,Kapronczai AMI Pécs,par.php?id=899
6811,Dominik Seitz - Rubina Roubik,Austria,par.php?id=5375
6812,Kun Zoltán - Beczúr Dorina,Bárdos Lajos AMI,par.php?id=1797
6813,Szin Zsombor - Fodor Zille,Bárdos Lajos AMI,par.php?id=1798
6814,Boldog Balázs - Fejes Anna,Bárdos Lajos AMI,par.php?id=1799
6815,Oroszlán Krisztián  - Andriott Regina,Magyarországi Németek Általános Művelődési Központ,par.php?id=531
6816,Tóth Bucsek Bence - Marok Kitti,Táncsics Mihály Közgadasági Szakközépiskola,par.php?id=534
6817,Kovács Bence Zoltán - Kovács Kornélia,Kisvárdai Bessenyei György Gimnázium,par.php?id=535
6818,Marton Ádám - Gyetvai Imola Katalin,Táncsics Mihály Közgadasági Szakközépiskola,par.php?id=536
6819,Bodolai Máté István - Szanyi Bianka,Földes Ferenc Gimnázium,par.php?id=537
6820,Veszelka György - Palotai Gitta Dóra,"Nyíri Lajos TSE, Békéscsaba",par.php?id=2394
6821,Heil Gergő - Takács Viviána,"Nyíri Lajos TSE, Békéscsaba",par.php?id=2395
6822,Vidovenyecz Pál - Chrappán Kata,"Nyíri Lajos TSE, Békéscsaba",par.php?id=2396
6823,Máté Virág -,Szilver Táncsport Egyesület,par.php?id=7601
6824,Savaria TSE Felnőtt Csapat - BURLESQUE,Savaria Táncsport Egyesület,par.php?id=2590
6825,Valcer Táncstúdió Latin formá - GIPSY KINGS,Valcer Táncstúdió,par.php?id=2605
6826,Gála TE Brilliant - FRANK SINATRA,Gála Társastáncklub Egyesület,par.php?id=2592
6827,Nyéky Gábor - Vencel Krisztina,Botafogo Táncegyüttes - Oktogon Tánc Centrum Egyesület,par.php?id=5597
6828,Herke Daniella - Kordé Rozi,Kapronczai AMI Komló,par.php?id=1201
6829,Papp Nikoletta - Kőhegyi Kata,Kapronczai AMI Komló,par.php?id=1202
6830,Tóth Zoltán  - Gilice Patrícia,Sundance TSE,par.php?id=418
6831,Tar Réka -,Valcer TáncSport Egyesület,par.php?id=7472
6832,Šiška Peter - Felcanová Zuzana,Slovakia,par.php?id=6858
6833,Simon János - Keglovits Klára,Oktogon Tánccentrum,par.php?id=2584
6834,Németh Adrián - Miklós Orsolya,Oktogon Tánccentrum,par.php?id=3151
6835,Wild Cats -,Dance Universe Tánc Sportegyesület,par.php?id=7628
6836,Kántor Zsombor - Gelencsér Dalma,Tornádó TSE,par.php?id=442
6837,Palásty Csaba - Balog Fanni,Garay AMI Szekszárd,par.php?id=1176
6838,Jakab Barnabás - Prekopcsák Anna,Kolping AMI-Ritmo STE,par.php?id=1177
6839,Bíró Patrik - Horváth Szofi,Kapronczai AMI Siklós,par.php?id=1178
6840,Nyirati László Kornél - Kaszó Dorka,Garay AMI-Ritmo STE Szekszárd,par.php?id=1179
6841,Grega Csaba - Szabó Emese,Kenguru Tánc-sport Egyesület,par.php?id=5783
6842,Kálna Dorina -,Ködmön Társastánc Sportegyesület,par.php?id=6815
6843,Petr Florian - Michaela Florianova,Czech Republic,par.php?id=4429
6844,Dietmar Sengl - Sonja Sengl,Austria,par.php?id=4430
6845,CHIROEAN OCTAVIAN IOAN - PATRUTESCU MARA GABRIELA,Románia,par.php?id=4367
6846,NIKOLA NOVCIC - SZABO SILVIA,Románia,par.php?id=4368
6847,Chick and shock -,DanceNet Sportegyesület,par.php?id=6722
6848,Gazdik Dávid - Rafael Leila,Happy Dance Táncsport Egyesület,par.php?id=1113
6849,- Harangi Ildikó,LESZ DANCE TSE,par.php?id=5012
6850,- Balla Bernadett,LESZ DANCE TSE,par.php?id=5013
6851,- Nagy Szedra,Kner TSE- Bárdos Lajos AMI,par.php?id=5014
6852,- Posta Dorottya,LESZ DANCE TSE,par.php?id=5015
6853,- Jámbor Noémi,LESZ DANCE TSE,par.php?id=5016
6854,- Rácz Dorina Marianna,Kner TSE- Bárdos Lajos AMI,par.php?id=5017
6855,- Nagy Fanni,LESZ DANCE TSE,par.php?id=5018
6856,- Perjesi Karina,Kner TSE- Bárdos Lajos AMI,par.php?id=5019
6857,- Fodor Lea,LESZ DANCE TSE,par.php?id=5020
6858,- Rácz Dzsenifer,Kner TSE- Bárdos Lajos AMI,par.php?id=5021
6859,- Bocsi Blanka,LESZ DANCE TSE,par.php?id=5022
6860,- Gudor Georgina,LESZ DANCE TSE,par.php?id=5024
6861,- Ilyés Regina,LESZ DANCE TSE,par.php?id=5023
6862,- Dávid Petra,Korda Vince AMI,par.php?id=5025
6863,Cserényi Ferenc - Horváth Jázmin,Oktogon Tánc Centrum Egyesület,par.php?id=7561
6864,Rikk Zorán - Németh Nikolett,Gála Társastáncklub Egyesület,par.php?id=1626
6865,Bárkányi Abigél -,Szigó KTSE,par.php?id=4588
6866,Fischer Mirtil -,Tornádó TSE,par.php?id=4589
6867,Kőnig Laura -,Tornádó TSE,par.php?id=4590
6868,Kósa Kata -,Tornádó TSE,par.php?id=4591
6869,Kesztyűs Míra -,Tornádó TSE,par.php?id=4592
6870,Preisz Angelika -,Tornádó TSE,par.php?id=4593
6871,Csóka Imola Zorica -,Ritmo STE,par.php?id=4594
6872,Lamparelli Domenico - Parisi Vincenza,Italy,par.php?id=3706
6873,Grabmeier Axel - Grabmeier-Huber Renate,Austria,par.php?id=3707
6874,Maletz Konstantin - Maletz Corina,Germany,par.php?id=4523
6875,Zedda Pierpaolo - Coralli Serena,Italy,par.php?id=4525
6876,Alvaro Angel - Lopez Ana Maria,Spain,par.php?id=4526
6877,David Cristian Sandor - Natalia Bianca Foro,Romania,par.php?id=6820
6878,Šlachtič Emil - Vrábeľová Lucia,Slovakia,par.php?id=6818
6879,Polcz Péter István - Horváth Liliána,DANZA Táncsport Klub,par.php?id=906
6880,Zsolt Kristóf - Nagy Nikolett,DanceStation TSE,par.php?id=1517
6881,Dániel Balázs - Kelemen Patrícia,Platina TSE,par.php?id=1518
6882,Sárréti TSE Felnőtt -,Sárréti Táncsport Egyesület,par.php?id=5571
6883,Cigánytánc - Gála TE Future standard,Gála Társastáncklub Egyesület - Magyarország,par.php?id=3625
6884,Rio -,Lesz Dance Tánc- és Sportegyesület,par.php?id=6942
6885,Diszkókirálynő -,Stúdió 2000 TSE,par.php?id=6941
6886,Kiss Domonkos Péter - Kubitsch Kíra,Fulldance Táncsport Egyesület - Érdi Táncsport Egyesület,par.php?id=7361
6887,Dance Universe TSE - A csapat - Rush,Dance Universe Tánc Sportegyesület,par.php?id=7385
6888,Mosa Antonio - Antonova Mihaela,France,par.php?id=3875
6889,Streletsky Oleg - Nedbailo Angelina,Russian Federation,par.php?id=3876
6890,Musella Michele - Musella Johana,Italy,par.php?id=3877
6891,Heer Erik - Engelke Juliane,Germany,par.php?id=3883
6892,Mandlik Pavel - Johannesova Sarah,Czech Republic,par.php?id=3885
6893,Mario Kirsner - Adela Golombova,Czech Republic,par.php?id=3889
6894,Lode Heinz-Christoph - Seppago Mari-Liis,Austria,par.php?id=3890
6895,Belko Adrian - Nasab Leila Hossini,Slovakia,par.php?id=3891
6896,Djordjevic Nino - Gedl Ana,Slovenia,par.php?id=3898
6897,Juhász Eszter -,Stúdió 2000 Kiskunhalas TSE,par.php?id=7691
6898,Ujlaky Vanda Vanessza -,Stúdió 2000 Kiskunhalas TSE,par.php?id=7692
6899,Antal Tamás - Hári Anett,Press Dance TSE,par.php?id=2565
6900,Varga Róbert Balázs - Bencze Beáta,Press Dance TSE,par.php?id=2566
6901,Ujj Bence - Peresztegi Réka,Press Dance TSE,par.php?id=2567
6902,Gulyás Villő  - Krizsán Blanka Orsolya,Valcer Táncstúdió,par.php?id=6680
6903,Gombos Zsófia -,Gála Társastáncklub Egyesület,par.php?id=7431
6904,Horváth Amira -,Gála Társastáncklub Egyesület,par.php?id=7430
6905,Posta Dorottya - Báthory Anna,LESZ DANCE TSE,par.php?id=4997
6906,Spekker Zsanett - Vinai Vivien,Szabolcs DSE,par.php?id=4998
6907,Szentesi Anett - Lakatos Veronika Klaudia,Kner TSE- Bárdos Lajos AMI,par.php?id=4999
6908,Meidlinger Tamás - Hortobágyi Dorka,C&M Dance Studio Tánc Sport Egyesület,par.php?id=5822
6909,Moldovan  Razvan - Nutescu Stefania,Romania,par.php?id=6562
6910,Molnár András - Kálinger Jázmin,El Paso SE,par.php?id=7574
6911,Kovács Mátyás Péter - Mouzsolics Lia,Eraklin Táncklub Egyesület,par.php?id=7671
